caseid,year,id,age,sex,educ,degree,rincome,gunlaw,gunsales
"2006 1  ",2006,1,50,2,13,1,12,2,9
"2006 2  ",2006,2,27,1,14,1,12,0,1
"2006 3  ",2006,3,67,2,9,0,0,0,0
"2006 4  ",2006,4,50,2,12,1,2,1,0
"2006 5  ",2006,5,20,1,14,1,0,1,0
"2006 6  ",2006,6,35,2,16,3,12,0,0
"2006 7  ",2006,7,29,2,12,1,13,1,0
"2006 8  ",2006,8,32,2,14,2,2,0,0
"2006 9  ",2006,9,23,2,16,3,12,1,0
"2006 10 ",2006,10,32,2,18,4,13,1,1
"2006 11 ",2006,11,81,2,9,0,0,1,0
"2006 12 ",2006,12,47,1,12,1,0,1,0
"2006 13 ",2006,13,26,1,16,3,0,1,0
"2006 14 ",2006,14,60,1,16,3,12,0,0
"2006 15 ",2006,15,34,2,13,1,0,0,0
"2006 16 ",2006,16,37,2,18,4,12,0,0
"2006 17 ",2006,17,68,1,6,0,0,1,1
"2006 18 ",2006,18,18,2,11,0,0,0,0
"2006 19 ",2006,19,25,2,13,1,4,1,0
"2006 20 ",2006,20,24,2,14,1,0,0,0
"2006 21 ",2006,21,38,2,16,3,13,0,0
"2006 22 ",2006,22,69,1,12,1,8,2,1
"2006 23 ",2006,23,41,2,11,0,9,0,0
"2006 24 ",2006,24,35,1,15,1,12,0,0
"2006 25 ",2006,25,26,2,14,1,0,0,0
"2006 26 ",2006,26,35,1,18,4,0,0,0
"2006 27 ",2006,27,52,2,5,0,0,1,3
"2006 28 ",2006,28,30,1,14,2,12,0,0
"2006 29 ",2006,29,62,2,12,0,0,1,2
"2006 30 ",2006,30,57,1,12,1,0,0,0
"2006 31 ",2006,31,56,2,14,1,13,8,1
"2006 32 ",2006,32,65,2,12,1,0,0,0
"2006 33 ",2006,33,47,2,12,1,11,0,0
"2006 34 ",2006,34,30,2,17,3,8,1,0
"2006 35 ",2006,35,31,2,12,1,13,0,0
"2006 36 ",2006,36,45,2,14,1,9,0,0
"2006 37 ",2006,37,38,2,15,1,10,0,0
"2006 38 ",2006,38,37,1,12,1,12,1,1
"2006 39 ",2006,39,43,2,18,4,13,0,0
"2006 40 ",2006,40,25,2,14,2,0,0,0
"2006 41 ",2006,41,57,2,14,2,13,0,1
"2006 42 ",2006,42,52,1,6,0,13,0,0
"2006 43 ",2006,43,45,1,15,3,12,0,2
"2006 44 ",2006,44,79,1,10,0,0,0,1
"2006 45 ",2006,45,30,2,16,3,12,0,0
"2006 46 ",2006,46,74,2,99,0,0,0,0
"2006 47 ",2006,47,63,1,14,2,13,0,1
"2006 48 ",2006,48,40,1,12,1,12,0,0
"2006 49 ",2006,49,20,1,11,0,6,0,0
"2006 50 ",2006,50,58,2,10,0,98,0,0
"2006 51 ",2006,51,41,2,12,1,13,0,0
"2006 52 ",2006,52,69,2,14,1,0,0,0
"2006 53 ",2006,53,31,2,13,1,10,1,0
"2006 54 ",2006,54,30,2,18,4,12,1,0
"2006 55 ",2006,55,36,2,18,3,12,0,1
"2006 56 ",2006,56,70,2,20,4,13,1,0
"2006 57 ",2006,57,36,1,18,4,13,1,0
"2006 58 ",2006,58,68,2,17,4,13,1,0
"2006 59 ",2006,59,29,1,16,2,12,1,1
"2006 60 ",2006,60,24,2,14,2,12,0,0
"2006 61 ",2006,61,52,1,13,1,10,0,1
"2006 62 ",2006,62,53,1,9,0,13,8,0
"2006 63 ",2006,63,38,1,0,0,98,0,0
"2006 64 ",2006,64,68,1,4,0,0,0,0
"2006 65 ",2006,65,59,2,12,1,9,0,1
"2006 66 ",2006,66,35,2,16,3,0,0,0
"2006 67 ",2006,67,39,1,12,1,12,1,0
"2006 68 ",2006,68,46,2,10,0,0,0,0
"2006 69 ",2006,69,70,2,12,1,0,0,8
"2006 70 ",2006,70,48,1,12,1,13,1,0
"2006 71 ",2006,71,54,1,16,3,13,0,0
"2006 72 ",2006,72,88,2,12,1,0,1,0
"2006 73 ",2006,73,99,1,12,1,99,1,3
"2006 74 ",2006,74,66,1,16,3,0,0,0
"2006 75 ",2006,75,62,1,16,3,12,0,0
"2006 76 ",2006,76,36,2,18,4,0,0,0
"2006 77 ",2006,77,71,1,16,3,98,0,0
"2006 78 ",2006,78,71,2,12,1,0,0,0
"2006 79 ",2006,79,37,1,16,3,0,0,0
"2006 80 ",2006,80,33,2,17,3,13,0,1
"2006 81 ",2006,81,42,1,16,3,12,1,5
"2006 82 ",2006,82,28,2,12,1,12,0,0
"2006 83 ",2006,83,55,2,9,0,0,0,3
"2006 84 ",2006,84,43,2,16,3,0,1,0
"2006 85 ",2006,85,74,1,12,1,0,0,0
"2006 86 ",2006,86,32,2,15,4,2,1,0
"2006 87 ",2006,87,49,2,16,3,0,0,1
"2006 88 ",2006,88,32,2,12,1,2,1,0
"2006 89 ",2006,89,48,1,17,3,0,1,4
"2006 90 ",2006,90,33,2,10,0,0,1,1
"2006 91 ",2006,91,75,2,10,0,0,1,2
"2006 92 ",2006,92,53,1,17,3,12,0,0
"2006 93 ",2006,93,44,1,10,0,12,0,0
"2006 94 ",2006,94,85,1,13,1,0,1,0
"2006 95 ",2006,95,58,2,16,1,0,1,0
"2006 96 ",2006,96,40,2,17,3,13,1,0
"2006 97 ",2006,97,37,1,19,4,13,1,1
"2006 98 ",2006,98,26,2,13,1,11,1,0
"2006 99 ",2006,99,45,1,16,3,13,0,0
"2006 100",2006,100,46,1,7,0,11,0,0
"2006 101",2006,101,23,2,6,0,4,1,1
"2006 102",2006,102,43,2,14,1,10,0,0
"2006 103",2006,103,32,2,3,0,9,0,0
"2006 104",2006,104,29,2,10,0,7,2,4
"2006 105",2006,105,20,1,14,1,8,0,0
"2006 106",2006,106,52,1,15,1,0,0,0
"2006 107",2006,107,75,2,17,4,0,1,1
"2006 108",2006,108,60,2,18,4,0,0,0
"2006 109",2006,109,38,2,15,1,12,0,0
"2006 110",2006,110,39,1,20,4,12,0,0
"2006 111",2006,111,39,2,18,4,12,1,1
"2006 112",2006,112,29,1,14,1,12,1,0
"2006 113",2006,113,31,1,17,4,12,0,0
"2006 114",2006,114,35,1,17,4,12,8,0
"2006 115",2006,115,20,2,12,0,3,0,0
"2006 116",2006,116,49,2,6,0,0,0,0
"2006 117",2006,117,26,2,18,4,0,0,0
"2006 118",2006,118,37,2,11,0,0,1,1
"2006 119",2006,119,66,2,16,3,98,0,0
"2006 120",2006,120,67,2,12,1,0,0,0
"2006 121",2006,121,67,2,2,0,0,0,0
"2006 122",2006,122,37,2,12,1,9,1,0
"2006 123",2006,123,30,2,16,3,12,1,1
"2006 124",2006,124,70,1,13,1,13,0,0
"2006 125",2006,125,77,1,12,1,0,1,0
"2006 126",2006,126,36,1,12,1,12,0,0
"2006 127",2006,127,75,2,13,1,0,0,0
"2006 128",2006,128,58,2,12,1,0,0,0
"2006 129",2006,129,42,1,16,3,0,0,0
"2006 130",2006,130,35,2,19,4,12,0,0
"2006 131",2006,131,40,1,13,1,12,1,1
"2006 132",2006,132,51,1,14,1,12,1,1
"2006 133",2006,133,54,1,16,4,12,1,0
"2006 134",2006,134,77,2,12,1,0,0,0
"2006 135",2006,135,44,1,16,3,0,0,0
"2006 136",2006,136,99,1,18,4,12,0,0
"2006 137",2006,137,57,1,12,1,12,1,0
"2006 138",2006,138,44,2,14,2,0,0,0
"2006 139",2006,139,51,1,16,3,12,0,0
"2006 140",2006,140,34,1,16,1,12,0,0
"2006 141",2006,141,28,1,16,3,12,1,0
"2006 142",2006,142,58,2,16,3,0,0,0
"2006 143",2006,143,35,1,18,4,12,1,0
"2006 144",2006,144,39,2,16,3,0,0,0
"2006 145",2006,145,83,2,14,1,0,1,8
"2006 146",2006,146,32,2,14,2,12,1,0
"2006 147",2006,147,29,2,17,3,12,0,0
"2006 148",2006,148,53,1,12,1,12,1,0
"2006 149",2006,149,31,2,16,1,9,1,1
"2006 150",2006,150,34,1,14,1,12,0,0
"2006 151",2006,151,40,2,11,0,4,0,0
"2006 152",2006,152,27,1,14,1,12,1,0
"2006 153",2006,153,35,1,19,4,12,0,0
"2006 154",2006,154,43,2,12,1,12,1,0
"2006 155",2006,155,50,2,12,1,12,1,0
"2006 156",2006,156,38,2,14,1,12,1,0
"2006 157",2006,157,54,2,16,3,12,0,0
"2006 158",2006,158,39,2,16,3,12,0,2
"2006 159",2006,159,32,2,12,1,12,0,0
"2006 160",2006,160,26,2,16,3,11,0,0
"2006 161",2006,161,23,1,14,2,9,0,0
"2006 162",2006,162,39,2,16,3,12,0,1
"2006 163",2006,163,38,2,19,4,12,0,0
"2006 164",2006,164,50,1,12,1,12,1,0
"2006 165",2006,165,56,2,12,1,13,0,1
"2006 166",2006,166,31,2,16,3,12,1,1
"2006 167",2006,167,60,2,18,4,13,1,1
"2006 168",2006,168,32,2,12,1,12,0,0
"2006 169",2006,169,68,1,16,3,0,1,0
"2006 170",2006,170,48,1,18,4,13,0,0
"2006 171",2006,171,99,2,14,1,11,0,0
"2006 172",2006,172,60,2,14,2,11,0,0
"2006 173",2006,173,58,2,14,2,12,1,1
"2006 174",2006,174,58,2,12,1,13,0,0
"2006 175",2006,175,25,2,16,3,12,0,0
"2006 176",2006,176,49,2,16,3,6,1,0
"2006 177",2006,177,22,2,14,1,0,1,1
"2006 178",2006,178,86,1,10,1,0,1,1
"2006 179",2006,179,51,2,14,2,13,0,0
"2006 180",2006,180,58,1,14,1,12,1,0
"2006 181",2006,181,89,1,16,3,0,0,5
"2006 182",2006,182,82,2,12,1,0,0,0
"2006 183",2006,183,34,1,16,3,12,1,1
"2006 184",2006,184,41,2,13,1,12,1,0
"2006 185",2006,185,63,2,16,3,12,0,0
"2006 186",2006,186,50,1,20,4,12,1,0
"2006 187",2006,187,43,2,16,3,0,0,0
"2006 188",2006,188,66,2,20,4,0,0,0
"2006 189",2006,189,24,1,16,3,12,1,1
"2006 190",2006,190,89,2,12,1,0,0,0
"2006 191",2006,191,31,2,16,4,12,0,0
"2006 192",2006,192,44,2,16,3,12,0,0
"2006 193",2006,193,52,2,12,1,0,1,0
"2006 194",2006,194,34,1,9,1,12,2,0
"2006 195",2006,195,64,1,12,1,0,2,1
"2006 196",2006,196,73,2,13,1,0,1,1
"2006 197",2006,197,39,1,18,3,12,0,0
"2006 198",2006,198,58,2,18,4,12,1,1
"2006 199",2006,199,41,2,20,4,0,0,1
"2006 200",2006,200,49,2,18,3,12,1,2
"2006 201",2006,201,40,2,13,1,0,0,2
"2006 202",2006,202,53,2,16,3,12,0,0
"2006 203",2006,203,58,1,16,3,0,8,1
"2006 204",2006,204,71,2,18,4,6,0,1
"2006 205",2006,205,80,2,20,4,0,0,1
"2006 206",2006,206,41,2,6,0,9,1,0
"2006 207",2006,207,34,2,12,1,12,0,0
"2006 208",2006,208,41,2,5,0,7,0,0
"2006 209",2006,209,49,2,15,1,12,1,0
"2006 210",2006,210,51,1,13,1,12,1,1
"2006 211",2006,211,49,2,13,1,8,0,2
"2006 212",2006,212,74,2,15,3,0,1,0
"2006 213",2006,213,49,1,12,1,12,1,1
"2006 214",2006,214,39,2,16,3,0,1,1
"2006 215",2006,215,53,2,16,2,6,0,0
"2006 216",2006,216,18,1,10,0,0,0,0
"2006 217",2006,217,58,2,16,3,0,0,0
"2006 218",2006,218,65,2,12,1,11,0,0
"2006 219",2006,219,79,2,14,1,0,0,0
"2006 220",2006,220,57,1,14,1,12,0,0
"2006 221",2006,221,32,1,10,0,12,0,4
"2006 222",2006,222,81,2,14,1,0,0,0
"2006 223",2006,223,33,1,12,1,10,0,0
"2006 224",2006,224,36,1,14,1,12,1,3
"2006 225",2006,225,43,1,13,1,12,0,0
"2006 226",2006,226,31,2,14,1,12,0,0
"2006 227",2006,227,36,1,14,2,12,0,0
"2006 228",2006,228,41,1,17,3,9,1,0
"2006 229",2006,229,25,1,6,0,11,0,0
"2006 230",2006,230,66,2,16,1,9,1,0
"2006 231",2006,231,99,2,17,3,99,1,0
"2006 232",2006,232,32,2,16,3,0,0,0
"2006 233",2006,233,99,1,16,4,12,0,5
"2006 234",2006,234,52,1,18,3,12,0,0
"2006 235",2006,235,43,2,14,1,12,0,0
"2006 236",2006,236,58,1,18,4,13,0,1
"2006 237",2006,237,76,1,15,1,0,2,0
"2006 238",2006,238,40,2,19,3,12,0,1
"2006 239",2006,239,67,1,16,3,12,1,0
"2006 240",2006,240,25,2,4,0,0,1,0
"2006 241",2006,241,29,1,9,0,12,0,0
"2006 242",2006,242,31,2,12,1,0,1,0
"2006 243",2006,243,19,1,12,1,0,1,0
"2006 244",2006,244,50,2,12,1,12,0,0
"2006 245",2006,245,52,1,12,1,11,1,0
"2006 246",2006,246,89,2,10,0,0,0,0
"2006 247",2006,247,71,2,14,1,0,0,0
"2006 248",2006,248,78,2,13,1,0,1,0
"2006 249",2006,249,73,1,16,4,0,1,1
"2006 250",2006,250,66,1,13,1,0,0,1
"2006 251",2006,251,42,2,14,1,13,0,2
"2006 252",2006,252,51,2,17,3,12,1,0
"2006 253",2006,253,75,1,16,3,11,0,1
"2006 254",2006,254,45,1,11,0,9,1,0
"2006 255",2006,255,58,1,16,3,12,1,1
"2006 256",2006,256,65,2,12,1,0,0,0
"2006 257",2006,257,51,2,18,4,12,0,0
"2006 258",2006,258,49,2,14,3,11,0,1
"2006 259",2006,259,55,2,12,1,0,0,0
"2006 260",2006,260,55,2,13,1,7,2,4
"2006 261",2006,261,50,1,16,3,12,1,2
"2006 262",2006,262,31,2,17,3,11,0,0
"2006 263",2006,263,54,2,14,1,12,0,0
"2006 264",2006,264,54,1,18,4,13,0,1
"2006 265",2006,265,55,1,18,3,12,1,1
"2006 266",2006,266,64,2,12,1,0,0,0
"2006 267",2006,267,72,1,17,3,0,0,2
"2006 268",2006,268,34,2,19,4,12,0,0
"2006 269",2006,269,37,1,16,3,12,1,0
"2006 270",2006,270,37,1,14,1,12,1,0
"2006 271",2006,271,38,2,16,3,12,0,0
"2006 272",2006,272,58,2,12,1,0,2,1
"2006 273",2006,273,52,2,12,1,0,0,0
"2006 274",2006,274,49,1,9,0,12,0,0
"2006 275",2006,275,36,1,10,0,11,1,0
"2006 276",2006,276,61,2,3,0,0,0,0
"2006 277",2006,277,55,2,11,0,0,1,0
"2006 278",2006,278,44,1,5,0,3,2,0
"2006 279",2006,279,22,1,13,1,10,0,0
"2006 280",2006,280,33,1,15,1,12,1,1
"2006 281",2006,281,74,1,8,0,0,0,0
"2006 282",2006,282,48,2,13,1,0,0,0
"2006 283",2006,283,18,1,11,1,2,2,1
"2006 284",2006,284,42,1,12,1,11,1,0
"2006 285",2006,285,49,1,14,2,11,0,0
"2006 286",2006,286,26,1,17,3,99,0,0
"2006 287",2006,287,40,1,11,0,10,0,0
"2006 288",2006,288,41,1,6,0,12,0,0
"2006 289",2006,289,41,1,16,2,12,0,0
"2006 290",2006,290,23,2,13,1,9,0,0
"2006 291",2006,291,66,1,15,1,12,0,1
"2006 292",2006,292,27,2,16,3,0,1,0
"2006 293",2006,293,22,2,13,1,6,0,0
"2006 294",2006,294,33,2,14,1,0,0,1
"2006 295",2006,295,27,2,18,3,12,0,0
"2006 296",2006,296,46,2,14,1,11,1,1
"2006 297",2006,297,25,2,15,2,0,2,5
"2006 298",2006,298,37,2,16,1,9,0,0
"2006 299",2006,299,40,1,12,1,13,1,1
"2006 300",2006,300,30,2,14,2,12,8,0
"2006 301",2006,301,28,1,16,2,12,1,1
"2006 302",2006,302,29,1,18,3,12,0,1
"2006 303",2006,303,29,2,14,1,12,1,0
"2006 304",2006,304,36,1,13,1,12,0,0
"2006 305",2006,305,75,1,12,1,0,0,0
"2006 306",2006,306,22,1,12,1,10,2,2
"2006 307",2006,307,31,2,18,4,12,1,0
"2006 308",2006,308,77,1,20,4,0,0,1
"2006 309",2006,309,39,2,12,1,0,1,0
"2006 310",2006,310,40,1,14,2,0,1,0
"2006 311",2006,311,67,1,12,1,99,0,0
"2006 312",2006,312,66,1,15,1,0,1,0
"2006 313",2006,313,54,1,16,3,3,0,0
"2006 314",2006,314,33,2,17,4,0,1,0
"2006 315",2006,315,49,1,12,1,12,0,0
"2006 316",2006,316,53,2,12,1,10,0,0
"2006 317",2006,317,32,1,16,3,11,0,0
"2006 318",2006,318,58,2,18,4,12,1,0
"2006 319",2006,319,31,1,16,3,12,1,0
"2006 320",2006,320,62,2,14,2,0,0,0
"2006 321",2006,321,43,2,11,1,12,0,5
"2006 322",2006,322,55,2,15,2,12,0,0
"2006 323",2006,323,45,1,16,3,12,1,0
"2006 324",2006,324,57,2,14,1,0,0,0
"2006 325",2006,325,37,2,13,1,9,0,0
"2006 326",2006,326,88,2,12,1,0,2,0
"2006 327",2006,327,54,1,14,1,10,0,0
"2006 328",2006,328,44,1,20,4,1,1,0
"2006 329",2006,329,46,2,14,1,0,1,1
"2006 330",2006,330,26,2,17,3,12,0,1
"2006 331",2006,331,68,2,9,0,0,1,0
"2006 332",2006,332,18,1,12,1,0,1,1
"2006 333",2006,333,56,2,12,1,0,2,4
"2006 334",2006,334,23,1,16,3,0,0,0
"2006 335",2006,335,28,1,14,1,0,1,0
"2006 336",2006,336,77,2,16,3,0,1,1
"2006 337",2006,337,39,1,14,2,9,0,0
"2006 338",2006,338,26,1,11,1,11,1,0
"2006 339",2006,339,38,2,16,3,12,0,1
"2006 340",2006,340,63,2,20,4,0,0,0
"2006 341",2006,341,30,1,14,1,12,1,0
"2006 342",2006,342,55,1,16,3,0,1,0
"2006 343",2006,343,67,1,17,4,0,8,0
"2006 344",2006,344,99,1,13,1,99,1,0
"2006 345",2006,345,26,2,15,2,12,0,0
"2006 346",2006,346,37,1,17,3,12,0,0
"2006 347",2006,347,37,2,14,1,0,1,0
"2006 348",2006,348,62,2,14,1,12,0,0
"2006 349",2006,349,22,1,14,2,0,1,1
"2006 350",2006,350,46,2,16,3,7,1,1
"2006 351",2006,351,55,1,15,1,12,1,0
"2006 352",2006,352,32,2,17,3,12,0,2
"2006 353",2006,353,24,2,12,1,0,0,0
"2006 354",2006,354,38,2,16,3,12,0,0
"2006 355",2006,355,56,2,20,4,12,0,0
"2006 356",2006,356,38,1,20,4,12,0,0
"2006 357",2006,357,23,1,15,0,0,0,0
"2006 358",2006,358,28,2,12,0,0,2,0
"2006 359",2006,359,30,1,6,0,9,1,0
"2006 360",2006,360,50,2,16,3,11,0,0
"2006 361",2006,361,36,1,16,3,12,0,0
"2006 362",2006,362,48,2,5,0,10,0,0
"2006 363",2006,363,23,1,5,0,12,0,0
"2006 364",2006,364,28,2,12,0,0,0,0
"2006 365",2006,365,32,2,12,1,10,0,0
"2006 366",2006,366,37,2,12,0,10,0,0
"2006 367",2006,367,34,1,6,0,9,2,0
"2006 368",2006,368,22,1,12,1,11,0,0
"2006 369",2006,369,20,2,12,1,10,0,5
"2006 370",2006,370,64,1,6,0,9,0,0
"2006 371",2006,371,71,2,9,0,0,1,1
"2006 372",2006,372,59,2,12,1,12,0,0
"2006 373",2006,373,36,1,12,1,12,1,1
"2006 374",2006,374,31,2,14,2,12,0,0
"2006 375",2006,375,34,2,16,3,12,0,0
"2006 376",2006,376,59,2,12,1,12,1,2
"2006 377",2006,377,83,2,8,0,0,1,1
"2006 378",2006,378,37,1,14,2,0,0,0
"2006 379",2006,379,25,2,12,1,8,0,0
"2006 380",2006,380,32,1,15,2,12,1,3
"2006 381",2006,381,27,2,16,3,12,1,0
"2006 382",2006,382,56,1,16,4,12,1,0
"2006 383",2006,383,61,1,16,3,12,0,0
"2006 384",2006,384,28,2,16,2,11,1,0
"2006 385",2006,385,68,2,13,1,10,0,0
"2006 386",2006,386,24,2,12,1,8,2,0
"2006 387",2006,387,69,1,10,0,12,1,0
"2006 388",2006,388,53,2,6,0,10,1,0
"2006 389",2006,389,21,2,9,0,9,0,0
"2006 390",2006,390,36,1,12,0,9,1,0
"2006 391",2006,391,32,1,12,0,12,2,0
"2006 392",2006,392,27,2,6,0,0,1,0
"2006 393",2006,393,65,2,13,1,12,1,2
"2006 394",2006,394,29,2,12,0,0,1,0
"2006 395",2006,395,62,2,12,1,12,1,5
"2006 396",2006,396,36,2,12,0,0,0,0
"2006 397",2006,397,22,1,12,0,8,0,0
"2006 398",2006,398,35,1,12,1,12,0,1
"2006 399",2006,399,49,1,14,1,11,0,0
"2006 400",2006,400,18,1,11,0,1,0,0
"2006 401",2006,401,26,2,16,3,12,0,0
"2006 402",2006,402,47,1,12,1,12,0,0
"2006 403",2006,403,48,2,14,2,13,1,3
"2006 404",2006,404,27,1,14,1,12,0,0
"2006 405",2006,405,23,1,11,1,11,2,0
"2006 406",2006,406,43,1,16,1,12,1,0
"2006 407",2006,407,32,2,16,3,12,1,0
"2006 408",2006,408,44,1,14,2,11,1,0
"2006 409",2006,409,21,2,15,1,5,0,0
"2006 410",2006,410,43,2,14,2,13,1,2
"2006 411",2006,411,28,1,16,3,12,0,0
"2006 412",2006,412,36,2,13,1,12,1,0
"2006 413",2006,413,42,2,15,2,12,0,1
"2006 414",2006,414,58,2,18,4,12,1,1
"2006 415",2006,415,55,1,14,1,12,0,0
"2006 416",2006,416,38,1,17,3,12,0,0
"2006 417",2006,417,40,2,16,3,0,0,0
"2006 418",2006,418,68,2,10,1,11,0,0
"2006 419",2006,419,48,1,16,4,12,0,0
"2006 420",2006,420,72,1,14,1,0,0,1
"2006 421",2006,421,50,2,12,1,12,1,1
"2006 422",2006,422,66,2,12,1,12,0,0
"2006 423",2006,423,38,2,16,2,13,1,0
"2006 424",2006,424,83,1,12,1,0,0,0
"2006 425",2006,425,50,2,15,1,0,1,1
"2006 426",2006,426,86,2,8,0,0,0,0
"2006 427",2006,427,30,2,16,3,12,1,1
"2006 428",2006,428,45,1,16,3,12,0,1
"2006 429",2006,429,46,2,12,1,13,0,0
"2006 430",2006,430,51,2,13,1,0,1,0
"2006 431",2006,431,89,2,12,1,0,1,1
"2006 432",2006,432,71,1,12,1,0,0,1
"2006 433",2006,433,53,2,12,1,12,0,0
"2006 434",2006,434,62,2,14,1,4,1,0
"2006 435",2006,435,59,2,18,4,0,0,1
"2006 436",2006,436,20,1,12,1,11,2,1
"2006 437",2006,437,32,1,13,1,13,0,0
"2006 438",2006,438,32,2,14,2,10,1,0
"2006 439",2006,439,33,1,18,4,12,0,0
"2006 440",2006,440,40,2,20,4,12,0,0
"2006 441",2006,441,65,1,12,1,12,0,0
"2006 442",2006,442,80,2,12,1,0,0,0
"2006 443",2006,443,62,2,12,1,0,0,0
"2006 444",2006,444,60,2,20,4,5,0,0
"2006 445",2006,445,78,2,15,2,0,2,0
"2006 446",2006,446,41,1,12,1,12,0,0
"2006 447",2006,447,46,1,6,0,10,0,0
"2006 448",2006,448,57,1,12,1,12,0,0
"2006 449",2006,449,29,1,16,3,12,1,0
"2006 450",2006,450,32,2,15,1,0,0,0
"2006 451",2006,451,42,2,14,2,13,0,1
"2006 452",2006,452,40,2,12,1,5,0,0
"2006 453",2006,453,36,2,12,1,12,0,0
"2006 454",2006,454,48,1,12,1,12,0,0
"2006 455",2006,455,83,1,12,1,0,0,0
"2006 456",2006,456,65,2,14,1,9,0,0
"2006 457",2006,457,18,2,12,1,5,0,1
"2006 458",2006,458,46,1,12,1,12,0,2
"2006 459",2006,459,29,2,12,1,0,1,1
"2006 460",2006,460,26,2,16,3,12,1,0
"2006 461",2006,461,49,2,12,1,0,2,1
"2006 462",2006,462,77,2,14,1,4,0,0
"2006 463",2006,463,50,2,9,1,12,2,0
"2006 464",2006,464,46,1,12,1,12,0,0
"2006 465",2006,465,64,2,13,1,0,1,0
"2006 466",2006,466,34,1,13,1,2,0,3
"2006 467",2006,467,40,1,12,0,13,0,0
"2006 468",2006,468,20,2,13,1,0,0,0
"2006 469",2006,469,33,1,14,1,12,0,0
"2006 470",2006,470,27,1,16,3,12,0,1
"2006 471",2006,471,38,1,14,2,12,1,0
"2006 472",2006,472,45,1,14,1,12,0,1
"2006 473",2006,473,38,2,11,0,0,2,0
"2006 474",2006,474,56,2,9,0,11,0,0
"2006 475",2006,475,41,2,12,1,10,0,0
"2006 476",2006,476,61,2,12,1,0,1,0
"2006 477",2006,477,34,2,17,3,10,1,0
"2006 478",2006,478,56,2,16,3,12,1,0
"2006 479",2006,479,69,2,10,0,0,0,0
"2006 480",2006,480,27,2,16,3,6,1,2
"2006 481",2006,481,26,1,19,3,6,0,0
"2006 482",2006,482,54,2,14,1,98,1,1
"2006 483",2006,483,66,1,16,3,0,0,0
"2006 484",2006,484,70,2,12,1,0,1,1
"2006 485",2006,485,38,2,14,2,13,0,0
"2006 486",2006,486,31,2,19,4,12,0,0
"2006 487",2006,487,50,2,14,2,13,1,0
"2006 488",2006,488,75,2,12,1,0,0,2
"2006 489",2006,489,39,2,12,1,10,0,0
"2006 490",2006,490,64,2,13,1,0,0,0
"2006 491",2006,491,36,1,16,3,12,1,2
"2006 492",2006,492,62,2,12,1,0,1,1
"2006 493",2006,493,62,1,98,0,1,0,1
"2006 494",2006,494,80,2,8,0,0,0,0
"2006 495",2006,495,50,2,14,1,12,0,0
"2006 496",2006,496,44,2,13,0,11,1,2
"2006 497",2006,497,30,2,2,0,0,0,0
"2006 498",2006,498,40,2,9,1,10,0,0
"2006 499",2006,499,29,1,9,0,12,0,0
"2006 500",2006,500,53,2,15,1,12,0,1
"2006 501",2006,501,44,2,16,3,12,1,0
"2006 502",2006,502,37,1,17,3,12,1,0
"2006 503",2006,503,22,2,12,1,0,0,0
"2006 504",2006,504,38,2,16,3,8,0,0
"2006 505",2006,505,48,2,16,3,3,1,0
"2006 506",2006,506,36,1,14,2,12,1,1
"2006 507",2006,507,33,2,14,2,10,2,0
"2006 508",2006,508,25,2,12,1,9,1,1
"2006 509",2006,509,50,1,12,1,12,2,0
"2006 510",2006,510,40,2,11,0,9,0,0
"2006 511",2006,511,36,1,11,0,12,0,0
"2006 512",2006,512,48,1,16,3,0,1,0
"2006 513",2006,513,32,1,8,0,12,0,0
"2006 514",2006,514,27,1,14,1,12,0,0
"2006 515",2006,515,36,1,6,0,10,0,0
"2006 516",2006,516,19,2,11,0,2,1,0
"2006 517",2006,517,40,2,14,1,4,2,1
"2006 518",2006,518,30,2,11,1,1,0,0
"2006 519",2006,519,48,1,16,3,12,2,0
"2006 520",2006,520,27,1,14,2,11,1,3
"2006 521",2006,521,55,2,16,3,12,8,0
"2006 522",2006,522,27,2,13,1,11,0,1
"2006 523",2006,523,55,1,10,0,12,2,1
"2006 524",2006,524,72,1,12,1,9,0,1
"2006 525",2006,525,48,2,12,1,12,0,0
"2006 526",2006,526,55,1,12,1,0,1,0
"2006 527",2006,527,62,1,18,4,0,0,0
"2006 528",2006,528,39,2,14,1,12,0,0
"2006 529",2006,529,76,1,17,3,0,1,0
"2006 530",2006,530,63,2,17,3,0,1,0
"2006 531",2006,531,46,2,13,1,12,1,0
"2006 532",2006,532,54,2,16,3,12,0,1
"2006 533",2006,533,46,2,18,3,12,0,0
"2006 534",2006,534,41,2,16,3,12,0,0
"2006 535",2006,535,36,2,18,3,12,1,1
"2006 536",2006,536,72,2,16,1,0,2,2
"2006 537",2006,537,21,1,13,1,3,0,0
"2006 538",2006,538,59,1,17,4,12,0,0
"2006 539",2006,539,64,2,16,3,0,0,0
"2006 540",2006,540,55,1,20,4,12,1,0
"2006 541",2006,541,64,2,14,1,0,0,0
"2006 542",2006,542,34,1,12,1,12,1,0
"2006 543",2006,543,28,2,16,4,12,1,0
"2006 544",2006,544,32,1,20,3,11,0,2
"2006 545",2006,545,42,2,12,1,0,2,0
"2006 546",2006,546,42,1,18,4,12,1,0
"2006 547",2006,547,59,1,16,4,11,0,0
"2006 548",2006,548,36,1,12,1,12,0,0
"2006 549",2006,549,49,1,16,3,12,1,0
"2006 550",2006,550,59,1,13,1,0,1,0
