caseid,year,id,age,sex,educ,degree,rincome,gunlaw,gunsales
"20061109",2006,1109,45,2,18,4,12,0,0
"20061110",2006,1110,67,2,16,3,12,0,0
"20061111",2006,1111,61,2,12,1,0,1,1
"20061112",2006,1112,54,2,16,3,12,0,0
"20061113",2006,1113,83,2,16,4,0,0,0
"20061114",2006,1114,47,1,18,3,12,0,0
"20061115",2006,1115,58,2,17,3,0,0,2
"20061116",2006,1116,37,2,13,2,0,1,0
"20061117",2006,1117,36,1,20,4,12,0,0
"20061118",2006,1118,74,2,18,4,0,0,0
"20061119",2006,1119,19,1,11,0,3,0,0
"20061120",2006,1120,55,1,16,4,12,1,0
"20061121",2006,1121,74,2,14,1,0,1,0
"20061122",2006,1122,43,2,14,2,98,0,0
"20061123",2006,1123,24,1,15,3,8,1,1
"20061124",2006,1124,59,2,12,1,12,0,1
"20061125",2006,1125,21,1,12,1,11,0,5
"20061126",2006,1126,56,1,10,1,12,0,0
"20061127",2006,1127,66,2,12,1,0,1,0
"20061128",2006,1128,31,2,17,3,12,0,1
"20061129",2006,1129,51,2,12,1,12,0,0
"20061130",2006,1130,44,2,16,3,12,1,2
"20061131",2006,1131,24,1,14,1,10,1,2
"20061132",2006,1132,22,1,12,1,99,0,0
"20061133",2006,1133,28,2,18,4,0,1,0
"20061134",2006,1134,42,1,14,2,12,0,0
"20061135",2006,1135,34,1,12,1,0,1,2
"20061136",2006,1136,34,1,12,1,0,0,0
"20061137",2006,1137,25,2,14,2,13,0,0
"20061138",2006,1138,78,2,14,1,0,0,1
"20061139",2006,1139,34,1,17,3,12,1,2
"20061140",2006,1140,38,1,18,4,12,0,0
"20061141",2006,1141,54,1,14,1,12,1,0
"20061142",2006,1142,54,1,2,0,12,0,0
"20061143",2006,1143,34,2,16,3,12,0,0
"20061144",2006,1144,65,1,18,4,0,2,0
"20061145",2006,1145,40,1,16,3,12,1,1
"20061146",2006,1146,39,1,17,1,12,0,0
"20061147",2006,1147,24,1,16,3,12,0,0
"20061148",2006,1148,28,2,18,4,12,1,1
"20061149",2006,1149,87,2,10,0,0,1,0
"20061150",2006,1150,47,2,14,1,99,2,1
"20061151",2006,1151,44,1,13,1,12,0,0
"20061152",2006,1152,34,2,12,1,12,0,0
"20061153",2006,1153,18,1,13,0,1,0,0
"20061154",2006,1154,52,1,14,2,12,0,0
"20061155",2006,1155,40,1,12,1,0,0,0
"20061156",2006,1156,52,2,14,2,11,0,0
"20061157",2006,1157,24,2,16,3,8,2,1
"20061158",2006,1158,38,2,6,0,0,1,0
"20061159",2006,1159,34,1,8,0,11,0,0
"20061160",2006,1160,30,2,10,0,0,0,0
"20061161",2006,1161,23,1,11,0,0,1,0
"20061162",2006,1162,30,2,12,1,11,1,0
"20061163",2006,1163,48,1,16,2,12,1,3
"20061164",2006,1164,36,2,12,1,11,1,0
"20061165",2006,1165,37,2,15,1,0,1,2
"20061166",2006,1166,60,2,17,4,12,1,0
"20061167",2006,1167,43,1,16,3,12,1,0
"20061168",2006,1168,47,2,14,1,10,1,2
"20061169",2006,1169,63,2,12,1,12,0,2
"20061170",2006,1170,28,2,14,2,12,1,0
"20061171",2006,1171,55,1,12,1,12,0,0
"20061172",2006,1172,32,2,12,1,0,1,0
"20061173",2006,1173,58,1,16,3,9,0,0
"20061174",2006,1174,65,2,9,0,0,0,0
"20061175",2006,1175,48,1,14,2,9,1,0
"20061176",2006,1176,61,2,15,1,1,2,0
"20061177",2006,1177,49,1,19,4,12,1,2
"20061178",2006,1178,40,1,19,4,12,1,0
"20061179",2006,1179,54,1,16,3,13,1,0
"20061180",2006,1180,19,2,11,0,0,0,0
"20061181",2006,1181,47,1,12,1,99,0,0
"20061182",2006,1182,50,2,14,2,13,0,0
"20061183",2006,1183,31,1,16,3,12,1,0
"20061184",2006,1184,51,1,16,3,12,0,0
"20061185",2006,1185,23,2,16,3,10,1,0
"20061186",2006,1186,43,1,15,1,4,1,0
"20061187",2006,1187,24,1,16,3,12,1,0
"20061188",2006,1188,19,2,12,1,2,1,0
"20061189",2006,1189,58,2,14,1,12,1,1
"20061190",2006,1190,60,1,15,1,11,0,0
"20061191",2006,1191,44,2,12,1,12,0,0
"20061192",2006,1192,46,2,9,0,2,0,0
"20061193",2006,1193,25,2,11,0,9,0,0
"20061194",2006,1194,22,1,11,0,10,0,0
"20061195",2006,1195,29,2,15,1,12,0,0
"20061196",2006,1196,36,2,11,0,0,0,4
"20061197",2006,1197,61,1,14,2,12,0,0
"20061198",2006,1198,39,1,11,1,0,1,0
"20061199",2006,1199,50,2,15,1,0,1,1
"20061200",2006,1200,33,2,12,1,0,1,1
"20061201",2006,1201,37,2,16,3,12,1,4
"20061202",2006,1202,49,1,12,1,12,0,0
"20061203",2006,1203,32,1,20,4,4,0,0
"20061204",2006,1204,21,2,14,1,11,0,0
"20061205",2006,1205,59,2,13,1,0,0,0
"20061206",2006,1206,57,1,12,1,12,0,1
"20061207",2006,1207,57,1,16,1,12,1,1
"20061208",2006,1208,61,2,16,3,10,1,0
"20061209",2006,1209,83,1,17,3,0,0,0
"20061210",2006,1210,69,2,13,1,0,1,0
"20061211",2006,1211,54,2,13,1,12,1,0
"20061212",2006,1212,60,2,18,4,12,1,1
"20061213",2006,1213,59,1,16,3,0,0,0
"20061214",2006,1214,65,2,12,1,0,0,0
"20061215",2006,1215,31,1,12,1,12,1,2
"20061216",2006,1216,54,2,12,1,9,1,0
"20061217",2006,1217,80,2,14,2,0,0,3
"20061218",2006,1218,48,2,18,4,12,0,0
"20061219",2006,1219,22,2,5,0,0,1,0
"20061220",2006,1220,59,2,14,1,12,0,1
"20061221",2006,1221,39,2,16,2,12,0,1
"20061222",2006,1222,52,2,17,4,12,0,0
"20061223",2006,1223,44,2,12,1,0,2,0
"20061224",2006,1224,78,1,16,3,0,0,1
"20061225",2006,1225,52,2,18,3,12,0,1
"20061226",2006,1226,77,2,12,0,0,0,0
"20061227",2006,1227,75,2,12,1,0,1,0
"20061228",2006,1228,41,1,8,0,12,0,0
"20061229",2006,1229,61,2,0,0,4,0,0
"20061230",2006,1230,63,1,15,1,12,2,1
"20061231",2006,1231,62,1,10,0,0,1,1
"20061232",2006,1232,84,2,2,0,0,1,1
"20061233",2006,1233,52,1,2,0,3,0,0
"20061234",2006,1234,42,1,9,1,7,2,0
"20061235",2006,1235,21,1,14,1,10,1,0
"20061236",2006,1236,25,1,2,0,10,1,1
"20061237",2006,1237,40,1,10,1,12,1,0
"20061238",2006,1238,36,2,13,1,11,0,0
"20061239",2006,1239,40,2,13,1,0,8,2
"20061240",2006,1240,47,1,13,1,12,1,1
"20061241",2006,1241,50,1,19,4,13,2,0
"20061242",2006,1242,63,2,15,3,9,0,0
"20061243",2006,1243,54,2,12,1,12,0,0
"20061244",2006,1244,59,1,6,0,9,2,0
"20061245",2006,1245,42,1,12,1,12,0,0
"20061246",2006,1246,39,2,13,1,3,0,0
"20061247",2006,1247,75,1,6,0,0,1,0
"20061248",2006,1248,48,2,12,1,9,1,0
"20061249",2006,1249,50,1,2,0,12,1,0
"20061250",2006,1250,27,1,2,0,11,0,0
"20061251",2006,1251,42,1,14,2,11,1,0
"20061252",2006,1252,44,2,18,4,12,1,1
"20061253",2006,1253,41,2,2,0,0,1,0
"20061254",2006,1254,31,2,19,4,0,0,1
"20061255",2006,1255,62,1,10,0,0,0,0
"20061256",2006,1256,44,1,15,2,13,0,0
"20061257",2006,1257,37,1,20,4,12,1,0
"20061258",2006,1258,89,1,12,1,0,1,0
"20061259",2006,1259,41,1,14,2,11,1,1
"20061260",2006,1260,35,2,14,2,0,0,0
"20061261",2006,1261,42,1,20,4,13,0,0
"20061262",2006,1262,42,1,16,3,12,1,1
"20061263",2006,1263,40,1,16,3,13,0,0
"20061264",2006,1264,30,2,18,4,12,0,0
"20061265",2006,1265,47,2,14,1,13,0,1
"20061266",2006,1266,55,2,13,2,9,0,0
"20061267",2006,1267,53,1,12,1,12,0,0
"20061268",2006,1268,41,1,14,2,12,1,1
"20061269",2006,1269,76,1,13,1,0,0,0
"20061270",2006,1270,50,2,12,1,12,1,1
"20061271",2006,1271,56,2,12,1,11,1,2
"20061272",2006,1272,38,2,16,3,0,0,2
"20061273",2006,1273,67,2,0,0,0,1,1
"20061274",2006,1274,42,2,12,1,7,0,0
"20061275",2006,1275,42,1,12,1,12,0,0
"20061276",2006,1276,51,1,12,1,12,0,0
"20061277",2006,1277,43,1,13,1,12,2,2
"20061278",2006,1278,56,2,16,3,0,1,0
"20061279",2006,1279,40,1,17,3,12,1,0
"20061280",2006,1280,39,1,12,1,12,0,0
"20061281",2006,1281,49,1,14,1,12,0,0
"20061282",2006,1282,34,1,16,3,12,2,0
"20061283",2006,1283,53,2,12,1,12,1,2
"20061284",2006,1284,22,1,12,1,4,0,0
"20061285",2006,1285,46,1,12,1,9,0,2
"20061286",2006,1286,86,1,11,0,0,0,0
"20061287",2006,1287,49,1,12,1,12,1,0
"20061288",2006,1288,39,1,16,3,12,0,0
"20061289",2006,1289,55,2,14,1,12,0,0
"20061290",2006,1290,34,2,14,2,12,1,1
"20061291",2006,1291,62,2,13,1,0,1,1
"20061292",2006,1292,85,1,16,3,0,1,1
"20061293",2006,1293,51,1,20,4,13,0,0
"20061294",2006,1294,80,2,12,1,0,1,0
"20061295",2006,1295,46,2,15,1,2,0,1
"20061296",2006,1296,86,1,9,0,0,0,3
"20061297",2006,1297,48,1,13,1,12,1,3
"20061298",2006,1298,22,2,15,2,9,1,2
"20061299",2006,1299,47,2,12,1,13,0,0
"20061300",2006,1300,67,2,12,1,0,1,0
"20061301",2006,1301,58,1,14,2,12,0,5
"20061302",2006,1302,57,2,15,2,12,2,0
"20061303",2006,1303,52,1,14,1,12,1,1
"20061304",2006,1304,69,2,12,1,0,1,0
"20061305",2006,1305,48,1,13,1,10,0,3
"20061306",2006,1306,43,1,12,1,12,0,0
"20061307",2006,1307,63,2,18,4,2,1,0
"20061308",2006,1308,66,2,18,3,0,0,0
"20061309",2006,1309,43,2,16,3,12,1,0
"20061310",2006,1310,21,2,16,3,8,1,0
"20061311",2006,1311,48,2,18,4,11,0,0
"20061312",2006,1312,38,2,12,1,9,1,0
"20061313",2006,1313,57,2,19,4,12,1,1
"20061314",2006,1314,76,2,16,3,0,0,0
"20061315",2006,1315,21,2,15,1,0,0,0
"20061316",2006,1316,73,1,16,3,0,0,0
"20061317",2006,1317,23,2,12,1,10,0,0
"20061318",2006,1318,19,1,10,1,3,1,0
"20061319",2006,1319,80,1,16,3,0,0,0
"20061320",2006,1320,50,1,14,2,11,1,0
"20061321",2006,1321,56,2,12,1,13,1,0
"20061322",2006,1322,37,2,14,1,8,1,1
"20061323",2006,1323,49,1,12,1,0,0,0
"20061324",2006,1324,27,2,13,1,11,2,0
"20061325",2006,1325,72,1,11,0,0,0,0
"20061326",2006,1326,39,2,16,3,12,1,0
"20061327",2006,1327,32,2,16,3,0,0,0
"20061328",2006,1328,63,2,12,1,0,1,1
"20061329",2006,1329,41,2,16,3,12,0,0
"20061330",2006,1330,53,2,15,2,12,0,1
"20061331",2006,1331,77,2,12,1,0,2,2
"20061332",2006,1332,34,2,16,3,12,1,0
"20061333",2006,1333,29,1,12,1,12,0,0
"20061334",2006,1334,47,1,13,1,2,0,0
"20061335",2006,1335,46,1,12,1,12,0,0
"20061336",2006,1336,63,2,12,1,12,0,0
"20061337",2006,1337,28,2,9,0,9,1,0
"20061338",2006,1338,45,1,10,0,9,1,0
"20061339",2006,1339,48,2,12,1,0,0,0
"20061340",2006,1340,54,2,16,3,12,0,0
"20061341",2006,1341,24,2,16,3,12,1,1
"20061342",2006,1342,84,2,12,1,0,1,0
"20061343",2006,1343,51,2,17,3,12,1,1
"20061344",2006,1344,34,1,16,3,8,0,0
"20061345",2006,1345,29,1,20,4,12,1,0
"20061346",2006,1346,26,1,16,3,12,0,1
"20061347",2006,1347,27,1,16,3,12,0,0
"20061348",2006,1348,23,1,14,2,12,1,0
"20061349",2006,1349,34,2,14,1,10,0,1
"20061350",2006,1350,20,2,14,1,0,0,3
"20061351",2006,1351,63,2,12,1,12,1,0
"20061352",2006,1352,43,2,12,1,0,1,0
"20061353",2006,1353,29,2,8,0,0,0,0
"20061354",2006,1354,77,1,10,0,0,0,0
"20061355",2006,1355,26,1,16,3,12,1,0
"20061356",2006,1356,36,2,14,2,0,0,0
"20061357",2006,1357,39,1,16,3,12,1,2
"20061358",2006,1358,55,1,13,1,12,1,1
"20061359",2006,1359,30,1,13,1,12,0,0
"20061360",2006,1360,49,1,12,1,12,0,0
"20061361",2006,1361,46,2,12,1,12,2,1
"20061362",2006,1362,27,1,16,1,12,0,0
"20061363",2006,1363,62,2,12,1,0,0,0
"20061364",2006,1364,34,1,14,2,11,1,0
"20061365",2006,1365,54,1,14,1,3,0,0
"20061366",2006,1366,99,2,9,0,0,0,0
"20061367",2006,1367,80,2,12,1,0,1,0
"20061368",2006,1368,23,2,16,3,9,1,2
"20061369",2006,1369,21,1,11,1,11,0,0
"20061370",2006,1370,84,2,14,2,0,0,0
"20061371",2006,1371,47,1,12,1,11,0,0
"20061372",2006,1372,29,2,12,1,12,0,0
"20061373",2006,1373,79,2,13,2,3,0,0
"20061374",2006,1374,33,2,13,1,10,0,0
"20061375",2006,1375,62,1,13,1,12,0,4
"20061376",2006,1376,41,1,10,1,10,0,0
"20061377",2006,1377,52,1,12,1,12,2,2
"20061378",2006,1378,35,1,12,1,12,0,0
"20061379",2006,1379,47,1,14,2,12,2,2
"20061380",2006,1380,23,1,14,1,12,1,0
"20061381",2006,1381,33,2,14,1,0,0,0
"20061382",2006,1382,51,2,12,1,11,0,0
"20061383",2006,1383,34,1,14,1,12,0,4
"20061384",2006,1384,39,2,14,1,0,1,1
"20061385",2006,1385,48,2,13,1,13,1,1
"20061386",2006,1386,36,1,18,4,12,1,0
"20061387",2006,1387,36,1,14,2,12,2,0
"20061388",2006,1388,73,2,12,0,0,0,0
"20061389",2006,1389,40,2,16,3,12,0,0
"20061390",2006,1390,40,1,11,1,11,0,0
"20061391",2006,1391,85,1,8,0,8,1,1
"20061392",2006,1392,28,2,18,4,12,0,0
"20061393",2006,1393,20,1,12,1,5,0,0
"20061394",2006,1394,29,2,16,3,12,0,0
"20061395",2006,1395,49,2,12,1,13,1,1
"20061396",2006,1396,19,1,13,1,10,0,0
"20061397",2006,1397,24,2,12,1,12,0,0
"20061398",2006,1398,56,2,14,2,0,0,0
"20061399",2006,1399,20,2,12,1,12,0,5
"20061400",2006,1400,30,2,16,3,12,0,0
"20061401",2006,1401,28,2,16,3,2,1,0
"20061402",2006,1402,38,2,16,3,12,0,0
"20061403",2006,1403,51,2,12,1,12,0,0
"20061404",2006,1404,41,2,13,1,12,0,0
"20061405",2006,1405,53,2,12,1,12,0,0
"20061406",2006,1406,25,1,17,3,12,1,0
"20061407",2006,1407,76,2,12,1,0,1,0
"20061408",2006,1408,55,1,14,2,10,1,0
"20061409",2006,1409,70,1,12,1,0,0,0
"20061410",2006,1410,35,1,12,1,12,0,1
"20061411",2006,1411,58,2,12,1,13,0,0
"20061412",2006,1412,44,2,16,3,12,1,2
"20061413",2006,1413,47,2,16,3,12,1,1
"20061414",2006,1414,72,1,13,1,13,1,0
"20061415",2006,1415,63,2,16,2,0,0,0
"20061416",2006,1416,46,1,18,4,12,1,0
"20061417",2006,1417,71,1,12,1,98,0,0
"20061418",2006,1418,43,1,17,3,12,0,0
"20061419",2006,1419,65,1,14,2,10,1,0
"20061420",2006,1420,43,1,18,3,12,0,0
"20061421",2006,1421,54,2,14,1,0,0,0
"20061422",2006,1422,40,2,10,1,12,1,1
"20061423",2006,1423,58,1,13,1,6,1,0
"20061424",2006,1424,31,2,2,0,12,1,1
"20061425",2006,1425,48,1,12,1,12,0,0
"20061426",2006,1426,18,1,11,0,3,1,0
"20061427",2006,1427,48,2,15,2,12,0,8
"20061428",2006,1428,61,1,14,1,0,1,0
"20061429",2006,1429,38,2,15,1,0,0,0
"20061430",2006,1430,62,2,18,4,0,0,0
"20061431",2006,1431,72,1,20,4,0,0,2
"20061432",2006,1432,87,2,16,3,0,1,2
"20061433",2006,1433,71,1,12,1,12,2,1
"20061434",2006,1434,76,2,14,2,13,0,0
"20061435",2006,1435,56,2,15,1,12,0,0
"20061436",2006,1436,71,1,18,3,0,1,1
"20061437",2006,1437,55,2,18,3,98,0,0
"20061438",2006,1438,37,1,17,1,12,0,0
"20061439",2006,1439,55,1,16,3,12,0,0
"20061440",2006,1440,68,1,16,1,0,2,0
"20061441",2006,1441,62,1,14,1,0,0,0
"20061442",2006,1442,30,1,16,3,13,0,0
"20061443",2006,1443,37,2,15,1,11,1,1
"20061444",2006,1444,26,1,16,3,9,1,1
"20061445",2006,1445,26,2,18,4,12,0,0
"20061446",2006,1446,38,1,14,1,12,1,1
"20061447",2006,1447,28,1,11,1,12,0,0
"20061448",2006,1448,46,2,20,4,12,0,0
"20061449",2006,1449,27,1,17,3,12,1,0
"20061450",2006,1450,33,1,14,2,13,2,0
"20061451",2006,1451,33,1,15,1,12,0,0
"20061452",2006,1452,55,2,1,0,0,0,0
"20061453",2006,1453,48,2,12,1,98,0,0
"20061454",2006,1454,25,1,9,1,12,0,0
"20061455",2006,1455,38,1,7,0,12,1,0
"20061456",2006,1456,78,2,5,0,0,1,0
"20061457",2006,1457,55,2,2,0,10,8,0
"20061458",2006,1458,48,1,11,0,0,1,3
"20061459",2006,1459,21,2,12,1,0,1,0
"20061460",2006,1460,26,2,19,4,12,1,1
"20061461",2006,1461,46,1,16,3,10,1,1
"20061462",2006,1462,20,1,12,1,0,0,0
"20061463",2006,1463,58,1,17,3,13,0,0
"20061464",2006,1464,32,2,12,1,12,0,0
"20061465",2006,1465,86,1,16,3,0,0,1
"20061466",2006,1466,28,2,13,1,12,0,0
"20061467",2006,1467,47,2,5,0,8,0,0
"20061468",2006,1468,45,1,18,4,12,1,1
"20061469",2006,1469,70,2,16,3,0,1,0
"20061470",2006,1470,56,2,16,3,12,0,0
"20061471",2006,1471,78,2,15,1,0,1,0
"20061472",2006,1472,48,1,18,4,12,0,0
"20061473",2006,1473,82,2,14,1,9,1,1
"20061474",2006,1474,19,1,13,1,8,1,2
"20061475",2006,1475,25,2,16,3,12,1,2
"20061476",2006,1476,51,1,18,4,12,0,1
"20061477",2006,1477,56,2,18,4,12,0,0
"20061478",2006,1478,59,1,19,4,12,1,0
"20061479",2006,1479,47,1,16,3,12,0,0
"20061480",2006,1480,22,1,14,1,98,0,8
"20061481",2006,1481,37,2,18,4,98,1,0
"20061482",2006,1482,76,2,20,4,0,0,2
"20061483",2006,1483,21,1,14,1,7,1,1
"20061484",2006,1484,62,2,14,2,10,0,0
"20061485",2006,1485,39,1,17,1,12,0,0
"20061486",2006,1486,53,1,12,1,13,0,1
"20061487",2006,1487,31,2,13,1,0,0,0
"20061488",2006,1488,49,2,14,2,12,1,0
"20061489",2006,1489,40,1,16,3,12,0,0
"20061490",2006,1490,40,2,13,1,12,2,0
"20061491",2006,1491,33,1,14,1,0,2,0
"20061492",2006,1492,24,2,18,2,8,0,0
"20061493",2006,1493,36,2,15,1,0,0,1
"20061494",2006,1494,41,1,14,1,12,0,0
"20061495",2006,1495,23,2,16,3,9,0,0
"20061496",2006,1496,60,1,16,3,0,1,0
"20061497",2006,1497,32,1,16,3,12,0,0
"20061498",2006,1498,55,2,12,1,12,0,0
"20061499",2006,1499,49,2,16,3,0,2,2
"20061500",2006,1500,35,1,16,3,12,0,0
"20061501",2006,1501,61,1,12,1,12,0,2
"20061502",2006,1502,34,2,17,3,10,1,0
"20061503",2006,1503,35,1,17,4,12,1,0
"20061504",2006,1504,48,1,19,4,12,1,2
"20061505",2006,1505,26,2,19,3,0,0,0
"20061506",2006,1506,50,2,16,3,12,1,1
"20061507",2006,1507,34,2,16,3,98,0,0
"20061508",2006,1508,48,2,11,0,0,0,0
"20061509",2006,1509,53,1,15,1,12,0,1
"20061510",2006,1510,49,2,14,1,3,0,0
"20061511",2006,1511,88,2,6,0,0,0,0
"20061512",2006,1512,40,2,14,1,11,0,0
"20061513",2006,1513,19,2,12,1,2,1,0
"20061514",2006,1514,33,1,11,0,12,1,0
"20061515",2006,1515,41,1,6,0,11,0,0
"20061516",2006,1516,54,1,13,1,0,1,1
"20061517",2006,1517,41,2,12,0,13,0,0
"20061518",2006,1518,38,2,9,0,11,0,0
"20061519",2006,1519,33,1,10,0,12,0,0
"20061520",2006,1520,47,1,12,1,0,2,0
"20061521",2006,1521,32,1,12,1,10,1,0
"20061522",2006,1522,58,2,9,0,98,0,0
"20061523",2006,1523,54,2,6,0,0,1,0
"20061524",2006,1524,34,2,14,1,0,1,0
"20061525",2006,1525,23,2,15,1,9,0,0
"20061526",2006,1526,31,2,13,1,12,0,0
"20061527",2006,1527,53,2,16,3,12,0,0
"20061528",2006,1528,28,1,19,4,12,1,0
"20061529",2006,1529,57,1,16,3,0,0,0
"20061530",2006,1530,56,1,20,4,12,1,1
"20061531",2006,1531,37,2,10,0,12,1,1
"20061532",2006,1532,89,2,14,1,0,1,1
"20061533",2006,1533,26,1,10,1,0,1,1
"20061534",2006,1534,23,1,15,1,12,1,0
"20061535",2006,1535,59,1,12,1,12,0,0
"20061536",2006,1536,39,1,12,1,12,1,0
"20061537",2006,1537,24,2,16,1,13,2,0
"20061538",2006,1538,50,2,18,3,12,1,0
"20061539",2006,1539,19,1,12,1,0,1,0
"20061540",2006,1540,34,1,18,4,99,0,0
"20061541",2006,1541,44,2,12,1,98,0,2
"20061542",2006,1542,76,2,12,1,0,0,0
"20061543",2006,1543,39,2,12,1,8,1,0
"20061544",2006,1544,63,2,19,4,12,1,0
"20061545",2006,1545,49,2,16,2,12,0,0
"20061546",2006,1546,35,1,14,2,12,0,0
"20061547",2006,1547,52,1,13,1,0,1,0
"20061548",2006,1548,64,2,16,3,12,0,0
"20061549",2006,1549,86,1,18,4,0,0,0
"20061550",2006,1550,29,1,12,1,0,1,0
"20061551",2006,1551,54,1,12,1,12,0,0
"20061552",2006,1552,52,1,12,1,13,0,0
"20061553",2006,1553,38,1,11,0,98,2,0
"20061554",2006,1554,29,1,18,4,12,1,0
"20061555",2006,1555,99,1,12,1,99,1,1
"20061556",2006,1556,73,2,13,1,0,1,2
"20061557",2006,1557,54,1,12,1,11,0,0
"20061558",2006,1558,55,2,13,1,0,0,0
"20061559",2006,1559,83,2,13,1,0,1,0
"20061560",2006,1560,49,2,17,3,0,0,0
"20061561",2006,1561,61,1,16,3,0,0,0
"20061562",2006,1562,46,1,12,1,0,0,4
"20061563",2006,1563,66,2,12,1,0,1,0
"20061564",2006,1564,65,2,20,4,12,1,1
"20061565",2006,1565,83,1,13,1,2,2,5
"20061566",2006,1566,65,1,16,3,12,1,1
"20061567",2006,1567,80,1,16,3,0,0,0
"20061568",2006,1568,35,2,19,4,12,1,0
"20061569",2006,1569,58,1,20,4,13,0,0
"20061570",2006,1570,40,2,12,1,0,0,0
"20061571",2006,1571,64,1,12,1,9,0,0
"20061572",2006,1572,30,1,16,3,12,0,0
"20061573",2006,1573,58,1,13,1,12,0,0
"20061574",2006,1574,61,2,13,1,0,1,0
"20061575",2006,1575,40,2,13,1,0,1,1
"20061576",2006,1576,59,2,14,1,0,0,0
"20061577",2006,1577,38,2,14,2,13,0,0
"20061578",2006,1578,20,1,12,1,0,0,0
"20061579",2006,1579,48,2,6,0,10,0,0
"20061580",2006,1580,39,1,16,3,2,0,0
"20061581",2006,1581,50,1,16,4,12,0,0
"20061582",2006,1582,50,1,12,1,10,2,1
"20061583",2006,1583,19,1,12,1,10,0,4
"20061584",2006,1584,40,1,4,0,13,1,0
"20061585",2006,1585,43,2,99,2,12,1,2
"20061586",2006,1586,57,1,14,1,12,0,0
"20061587",2006,1587,19,2,9,0,99,1,0
"20061588",2006,1588,68,2,13,1,0,0,0
"20061589",2006,1589,36,2,14,1,0,1,1
"20061590",2006,1590,20,2,12,1,99,0,0
"20061591",2006,1591,35,1,14,1,12,2,0
"20061592",2006,1592,22,2,13,1,6,1,1
"20061593",2006,1593,25,2,6,0,0,0,0
"20061594",2006,1594,50,2,13,1,10,2,0
"20061595",2006,1595,36,2,13,1,12,0,0
"20061596",2006,1596,62,2,12,1,0,1,0
"20061597",2006,1597,99,1,12,1,13,0,0
"20061598",2006,1598,59,2,12,1,12,1,0
"20061599",2006,1599,48,1,12,1,12,0,0
"20061600",2006,1600,69,2,12,1,0,1,0
"20061601",2006,1601,25,2,12,1,11,0,0
"20061602",2006,1602,44,2,11,1,0,1,0
"20061603",2006,1603,64,2,14,1,0,1,1
"20061604",2006,1604,49,2,16,3,0,1,0
"20061605",2006,1605,53,2,16,3,12,1,1
"20061606",2006,1606,42,2,16,1,4,1,1
"20061607",2006,1607,27,1,16,3,9,2,3
"20061608",2006,1608,59,2,16,3,6,1,1
"20061609",2006,1609,48,2,16,3,12,0,0
"20061610",2006,1610,70,2,15,1,2,1,2
"20061611",2006,1611,40,2,13,1,9,0,1
"20061612",2006,1612,82,2,14,1,0,1,0
"20061613",2006,1613,74,2,9,0,0,1,0
"20061614",2006,1614,53,1,10,1,12,1,0
"20061615",2006,1615,54,1,14,2,10,0,0
"20061616",2006,1616,51,2,16,3,12,1,3
"20061617",2006,1617,57,2,11,1,0,1,0
"20061618",2006,1618,58,2,12,1,4,0,0
"20061619",2006,1619,53,2,12,1,0,1,0
"20061620",2006,1620,59,1,15,1,12,0,0
"20061621",2006,1621,34,2,16,3,12,1,0
"20061622",2006,1622,73,2,12,1,10,0,0
"20061623",2006,1623,21,1,14,1,4,1,0
"20061624",2006,1624,57,2,17,4,12,1,1
"20061625",2006,1625,50,2,12,1,0,0,0
"20061626",2006,1626,49,2,12,1,12,1,0
"20061627",2006,1627,48,1,14,1,12,0,0
"20061628",2006,1628,80,2,12,1,0,0,0
"20061629",2006,1629,57,1,12,1,12,1,0
"20061630",2006,1630,63,2,12,1,0,0,0
"20061631",2006,1631,20,1,12,1,4,0,0
"20061632",2006,1632,44,1,13,1,12,1,2
"20061633",2006,1633,74,2,12,1,2,1,0
"20061634",2006,1634,54,2,12,1,10,1,0
"20061635",2006,1635,83,1,12,1,0,0,0
"20061636",2006,1636,52,2,12,1,0,0,1
"20061637",2006,1637,49,2,15,2,12,0,2
"20061638",2006,1638,28,2,14,2,10,0,0
"20061639",2006,1639,36,1,12,1,12,1,0
"20061640",2006,1640,38,1,15,1,12,0,2
"20061641",2006,1641,72,1,17,3,0,0,0
"20061642",2006,1642,33,2,10,0,99,1,0
"20061643",2006,1643,19,2,9,0,0,0,0
"20061644",2006,1644,44,2,8,0,9,2,1
"20061645",2006,1645,38,1,9,0,12,0,0
"20061646",2006,1646,38,2,12,1,0,2,1
"20061647",2006,1647,73,2,7,0,0,1,0
"20061648",2006,1648,83,2,12,1,0,1,0
"20061649",2006,1649,28,2,15,1,12,2,1
"20061650",2006,1650,47,1,12,1,12,2,3
"20061651",2006,1651,54,2,20,4,12,0,0
"20061652",2006,1652,27,2,18,3,12,0,0
"20061653",2006,1653,40,1,14,1,98,0,0
"20061654",2006,1654,29,1,19,4,11,0,0
"20061655",2006,1655,32,1,14,2,11,1,1
"20061656",2006,1656,31,1,2,0,0,0,0
"20061657",2006,1657,78,2,12,1,0,1,0
"20061658",2006,1658,56,1,15,1,9,1,4
"20061659",2006,1659,53,1,18,4,12,0,1
"20061660",2006,1660,83,2,14,1,0,0,0
"20061661",2006,1661,40,2,16,3,12,0,0
"20061662",2006,1662,59,2,15,1,0,0,2
"20061663",2006,1663,18,2,12,1,0,0,0
"20061664",2006,1664,57,1,13,1,12,0,0
"20061665",2006,1665,32,2,16,3,12,1,1
"20061666",2006,1666,39,1,12,1,12,1,0
